TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.jsoup.nodes.Document,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,107,0.3,3,73,981,167673,1524133939057,0.8682634730538922,11111111111111111111111111111111100000000000000000011111111111111111111111111111111111010111111111111111111111111111111111111111111111111110011111111111111111111111111,0.8705882352941177,1111111111111111111111111111111111111111111111111111111101011111111011111000000001111,1.0,11111111111111,6,1,8,2,0.8850574712643678,111111111111111111111111111111111111111111111111111111111111111011111111100111001111011111111111111101111111111111111111111111111110000000000000111111111111111111111111111111,0.5797101449275363,011010101010000001110100011100011011001001010100011000110101001111001001011101111101100101111001111101111101001111101111100101110111011011,1.0,11111111111111111111111111111111111111,1.0,11111111111111111111111111111111111111,0.8705882352941177,1111111111111111111111111111111111111111111111111111111011011111111101111000000001111
