TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.jsoup.safety.Whitelist,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,243,0.3,3,60,958,377097,1524133150974,0.8648648648648649,111111111111111111111111111111111111111111111110111111111111111111111111111111111111110011111111101111111111111111111111111111111111111110111111111111111111110000000001111111111100000000000000011111111111111111111101111111,0.7272727272727273,111111111111111111111111111111111111111111111111111111110101111111111111111111111111010111110000000000011111111101000000011011110000000000000000011111110111111100011,1.0,111111111111,11,1,1,1,0.8565022421524664,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111011011111101111110111101111110111111101111011111011111111011111111111110111111111011111111011111011111101111111111110111010011111011111111110111010011000000000000001101111101110100110000000001111000000000000000000000000000000000001101111111111111111111111010111111111011111000111011,0.5277777777777778,101010101010011011111010101010001010,1.0,1111111111111111111111111111,0.9642857142857143,1111111111111110111111111111,0.7272727272727273,111111111111111111111111111111111111111111111111111111111001111111111111111111111110101111101000000000011111111101000000011101011000000000000000011111110111111100011
